영화명,평점리뷰
램페이지,누누가 설인을 만나게 되는 과정과 레넥톤과의 싸움을 미국판으로 보여줍니다드웨이존슨 이랑 마동석이랑 싸우면 누가 이기나요때리고 부수는 영화는 역시 할리우드가 짱이야단 1초도 지루하지 않았고 방금 봤는데 보자마자 평점ㅋ 이런 영화는 한국영화 알바들이 별점후려치기전에 점수 올려야됨 그래야 많은 사람들이 눈호강하지ㅋㅋ원 투 그르르 다시 칵칵 뱅뱅 같은 영화한국영화 극장에서 보면 개 씹부자임 하늘에 돈 뿌리는것과 같다. ㅋㅋㅋㅋ 영화관은 외국영화만 보는곳이다관람객 드웨인존슨의 액션은 언제나 시원하고 재밌었습니다!미사일씬 소름.. 대박멋있음..영화가 큰 울림을 주네 정말 잘만들었다...근데 도대체 가정교육을 어떻게 시켰길래 애가 극장에서 신나게 떠드나 했더니.. 그옆에 애비랑 같이있네ㅋㅋ쯧쯧..그렇게 남한테 피해주며 살면 좋...동물들한테잘해줍시다 괴롭히지말고거대 맹수끼리 싸우면 누가 이길까라는 원초적 호기심을 충족시켜주면서도 거대한 스케일에 압도당하는 명작이었다. 최소한 보고나서 후회는 없을 것.아 네간 여기서 뭐하세요!!
7급 공무원,강지환 요즘 뉴스에 나오던데...다시 봐도 신선한 한국형 액션영화 출발점이 될 영화이다.2009개봉작입니다 여러분. 벌써 6년이나된 영화를 그때 당시엔재밋게 봐놓구 지금와서는 이게 뭔 똥같은 영화냐고 한다면 여러분에게 문제가 있지 않을까요?언제봐도 강지환은 멋있는거같애욯ㅎㅎ캐릭터들이 살아있고 조연들의 감초연기들도 대박 볼거리입니다 강지환과 김ㅎㅏ늘의 연기호흡도 찰떡궁합강추합니다코믹영화 ㅋㅋㅋ재밋당 내스타일참신하고 신선.아 진짜 개꿀잼이다 ㅋㅋㅋ이거 어릴때 진짜 재밌게 봤는데...아니 다시봐도 개꿀잼인데 왜들 별점테러를 하고 그러징... ㄷㄷㄷ 노이해 . 영화가 재밌으면 되지 뭘더바래
나의 특별한 사랑 이야기,"클린턴캠프에서 활동하는 것도 재밌곸ㅋㅋ휴지맨ㅋㅋㅋㅋ피셔가 제인에어모으는것두 좋구.....그냥 이런 영화가너무 좋음. ㅠㅠㅠ디테일한 부분이 맘에듦. ㅠㅠ유일한 흔적이었기 때문이야, 캬!사랑스러운 공주님이 찾아준 아빠의 진짜 연인. 해피엔딩의 주인공은 그들 모두였다정말 기대도 안하고 봤었는데 배우들의 연기도 좋고 결말도 좋고해피엔딩은 바로 너 라는게 제일 감동 ㅠ.ㅠ원제가 힌트 definitely, maybe이야기도 너무 좋고 특히 캐스팅은 완벽 그 자체3인3색 여배우들의 각기 다른 매력을 보는 재미개인적으로 캐스팅과 연출도 마음에 들었고 전체적으로 따스한 느낌이 좋았다.복받은 남자의 정말 특별한 사랑이야기를 그린 영화 모두 괜찮은 여자들과 님스 아일랜드에서도 나오는 아역배우가 돋보이는 사랑스럽고 따듯하고 평화로운 영화. 보는 사람에 따라서는 눈물이 흐를수도 있습니다."
라이온 킹,"Circle of life... 어릴 적 아버지와 함께 보았던 라이온킹을 이젠 아들과 보러 갑니다.디즈니 애니는 두번 봐야한다 어릴때, 어른이되서...너무 리얼한게 독이 될줄이야관람객 OST는 시간이 지나도 아름답고, CG라는게 믿기지 않을 정도로 리얼했다... 역시 디즈니아~즈벤야 발발이 치와와~ 나오는 순간 울컥... 딴건 모르겠지만 오프닝만큼은 완벽했어요. 전체적으로 아쉬움이 있지만 실망스럽진 않는듯. 잘 만들었어요 진짜. (이제 다시 원작을 보러 가자...)알라딘이 라이온킹에게 바통터치를 했음궁벰이 먹고 자란 심바가 육고기 오지게 먹은 스카삼촌을단숨에 제압했다어두운 공간에서 심바랑 스카랑 싸우는데 구분이 안가더라애니메이션이 더 나음...오프닝에서 소름 돋았다."
분노의 질주,"나에게 폴 워커라는 배우를 알려준 영화. 폴 워커덕에 분노의 질주에 빠졌지만, 이제 폴 워커 없는 분노의 질주는 무슨 재미로 볼까...전부터 차를 좋아해서 분노의질주 시리즈는 전부 재밌게봤었는데 오코너가 사고로 죽으니 너무 슬프네요... 폴워커... 부디 천국으로 가길항상 있을꺼라 생각했기에 너무나도 슬픕니다. 폴워커 당신은 제게 정말 멋진 배우였습니다. 하늘나라에서도 부디 행복하세요.아 극장에서 아무 기대없이 들어갔다가 감탄하면서 보고 나왔는데. 2001년도 였구나 그 때가.전기차가 나오고 별 난리를 다 피지만 내연기관이 뿜어내는 배기음 만큼이나 폭발적인 힘과 스피드... 퍼포먼스,익스테리어... 많은 차 매니아를 양상시킨 자동차영화의 바이블. 폴... 그곳에서도 당신은 스피드를 즐기고...최고의 차들의 향연 레이싱 영화는 이런것이다!풋풋한 그들의 모습을 엿본 것만으로도 충분히 즐겁다.전설의시작.. 한참재밌게 봤지만 뭔가 마음이 아프다 ㅠㅠ음... 폴워커 의리도 있고 멋잇다 진짜 ㅋㅋㅋ10년도 훨씬 지난 영화인데 세련되고 긴장감 있는 연출은 최고 특히 마지막 도미닉이랑 오코너의 철도 건널목 레이싱은 전율 ㅜ"
메이즈 러너,"관람객 완전 재밌게 봤어요! 영화 시작부터 긴장을 놓칠 수 없었던!!! 남주들도 훈훈하고 한국인 배우 이기홍 귀엽고 멋있드만요 2편도 완전 기대됩니다!!올해본 영화중 top5안에 든다 !! 후속편도 기대됨 ㅋ원래 평론가들 평점 믿을만한게 있나? 이만하면 잘 만든 영화입니다. 한줄로 뭔가 있는척 하는 특히 씨네21 사람들 저런 사람들보단 네이버 관객들 평점이 더 믿을만 합니다. 적어도 그들보단 더 영화를 즐겼을겁니다. 그...관람객 보는 내내 긴장하고 봄 ㅋㅋ 별 생각 않고 봤는데 재미있었음! 추천!민호가 다한듯ㅋㅋㅋㅋ 대단 ㅋㅋㅋㅋ진정한러너임평론가 평점 네이버영화에서 ""없애버리기 운동을 합시다!"" 진짜 평론가들은 왜 존재하는지 모르겠네요.평론가들의 영화 기준은 멀까? 영화를 즐길줄 모르다니..외국 평론가들은 평론가다운데. 우리나라는.. 참...관람객 끝부분이 약간 아쉽지만 전반적으론 스릴있네요스릴러 치고 스케일이 장난 아닌 메이즈러너! 본 사람들은 추천 할 만한 영화에요!반가운 배우들도 많이 출연하고 정말 스릴있고 재밌던데요! 긴장을 늦추지 않고 봤네요.어디까지 후속편이 나온다는 전제하에서 주는 평점이다. 여운을 남기는 뒷부분이 조금 그렇기는 했지만 9점대 평점은 충분히 받을만한 시나리오 전개였다고 보고, 주인공은 아니지만 리더격에 한국인이 있다는게 자랑스러웠다."
엔젤 해즈 폴른,정말 제대루 다 터트림ㅋㅋㅋㅋ 사이다 드링킹하고 싶으면 이 영화 추천ㅋㅋ어휴 평식이 4점 주면서 싸질러 놓은 코멘트봐라...또한건 했네 또한건 했어 평식이 ㅉㅉ....너덜너덜한건 너다 인마....닉 놀테 할배.. 넘 재밌네여러분 아버지는 대단합니다!!와 진짜 미쳤다... 이번꺼 진짜 띵작 아니냐 수능 끝나고 학생들 친구들끼리 재밌게 볼 영화 고른다면 꼭 이영화 추천 드립니다. 좋은 추억 만드세요~제라드 여전히 멋있고 펑펑 터질때 속이 시원하다. 뻔한 내용이지만 감동 액션 다 있고 기대없이 봤는데 시간 가는줄 몰랐다. 개봉일 첫회차인데 나밖에 없었지만 ㅎ관람객 드론테러 소재도 신선하고 처음부터 끝까지 액션이 줄기차게 팡팡터짐 ㅎㅎ폴른 시리즈중 스토리의 완성도와 스릴감이 최고의 경지에 오른듯~~!!!지루 하단 놈은 할때도 지루 아니냐?처음부터 끝까지 사이다 스토리 존윅 좋아하는 사람들은 꼭 봐야함!액션 볼거리도 충분히 좋았구 전 시리즈에서 없었던 아버지와의 서사 부분도 신선하고 귀여웠어오ㅋㅋㅋ
양자물리학,"주말에 볼껀데 내용이 괜찮나요 ? 괜찮으면 추천 별로이면 비추천 눌러주세요양자물리학 보고 솔직 느낀점은 재발견이다 배우 박해수 김응수씨의 연기력 기대이상. 그리고 한국영화의 재발견이였다양자야... 나도 물리라는게 있는 사람이다박해수가 연기를 굉장히 잘함. 일단 영화제목은 그렇게 좋은거 같지는 않지만 배우들 연기랑 철용좌, 내용 등등 전반적으로 괜찮은 영화라 생각이 듭니다.개봉하고 2분지나서 아쉬웠다고 댓글다는 꼬라지봐라 니가 사람이냐;이건 반드시 입소문 탈 영화임 기대 안하고 가서 희열을 느끼고 나옴관람객 일단 다 떠나서 배우들 연기가 후덜덜하다ㅋㅋㅋ오랜만에 재미있는 한국영화!!개인적으로 존잼! 박해수 자주나왓으먄 좋겠어여 연기력 짱! 서예지 존예관람객 생각보다 훨씬 잼 ㅋㅋㅋㅋ 박해수의 발견!솔직하게 난 재미있게 봤다. 한국영화 이렇게 집중해서 보긴 오랜만,"
"바람의 검, 신선조","이런말 할줄 몰랏지만 이영화 재밌다죽어서 천국도 지옥도 가지않는다. 가족들의 곁으로 간다~....멋졌다.훌륭한 아버지의 모습을 볼 수있는 영화이영화보고 눈물을 흘리지 않는자는 사랑할 자격이 없다 이영화의 액션신에 불만을 갖는 놈들것들이 있다. 그럴바에 CG작렬하는 무협이나 SF를 봐라 늘 영화에서 그딴 외적인 요소만 찾으려 드니 그럴수밖에아버지의 영화....주인공의 슬픈 미소가 너무 아름다웠어요. 100점을 줘도 아깝지 않을 영화! 일본 역사적으로도 좀 알고 보면 괜찮을듯!좀 지루하긴했지만 아버지이자 남편, 무사로서의 한 남자의 일생을 잘 보여줌 의미없는 죽음일지도 모르겠지만 자신의 굳은 신념이 있다는건 참 멋진일이다.수많은 영화를 접했지만 이 작품만큼 멋진영화는 아직도 본적이없다. 걸작중에 걸작주인을 위해 충성을 다하는 무사! 하지만 그 이전에 또 한가족의 무게를 짊어진 아버지..할복할때 마저 오노가 건네준 명검을 아들에게 전해달라며 이미 날이 상할때로 상한 구부러진검으로 배를 가른다 최후의 순간마저 남...왜색에 대한 거부감을 없애준 영화. 기러기 아빠를 의외의 영화에서 찾은 영화... 시대는 달라도 아버지는 똑같다. 왜나라라도 누군가의 아버지가 존재하는 나라다원작을 읽어 이해가빨랐다. 최고의명작 아버지에겐 자존심이없다는걸 보여주는영화!"
사도,"송강호는 왕이고싶었고 유아인은 사람이고싶었다.송강호 유아인은 물론 조연,아역할 것없이 연기 구멍이 없는 영화여러분 조기교육이 이렇게 무섭습니다.오랜만에 잘빠진 웰메이드 사극한편. 그리고 믿고보는 송강호 유아인!관람객 유아인 연기가 표값응 다했다""아비의 마음을 보았나이다."" 그 장면 너무 찡했어요ㅠㅠ관람객 배우들 연기 최고!!!! 먹먹해지는 영화였어요 추석때 가족끼리 보면 좋을듯!소간지 부채춤 지렸다..송강호 유아인 만으로도 볼만한가치가 있는영화.관람객 일단 송강호씨 연기는 두말하면 잔소리죠. 유아인씨의 명연기가 정말 압권이었구요. 뭐랄까 좀 아쉽다면 영조의 역사를 좀 알아야 더 재밌었달까요. 설명이 부족했던 느낌이네요. 다쓰려니 넘 길고 두분 연기가 정말 예술입니..."
데스 노트 - 라스트 네임,"순수한 악이란, 악마란 이런 것이다. 그는 아무것도 하지 않는다. 나약하고 오만한 우리 인간에게 장난감 하나를 던져주고, 그것이 일으키는 나비효과를 조용히 바라볼뿐...느긋하게 사과를 먹으면서 말이다.정말보고싶었는데, 아주 재미있었어요마지막 반전....정말 잼있습니다.....라이토 지적하시는 분들 이해는 갑니다만 전 캐스팅 자체에는 괜찮다고 봅니다.후지와라 타츠야가 다른 배우들의 비해 감정표현과 연기력도 다른 배우의 비해 뛰어납니다.또한 라이토 특유의 웃음소리와 성격을 가장 잘 소화해낼...솔직히 일본영화가 멜로는 성공을 많이했어도 이런쪽은 하도 유치해서 쪽박이 많았는데 데스노트는 일본 영화계에 큰 한획을 그어준 작품.1편 보다 훨씬 발전한 속편 , 원작의 결말을 이렇게 바꾸다니 !7년전 영화지만 재밌는듯그보다 애니와의 다른 엔딩땜에 소름 돋았음ㄷㄷ(라이토 캐스팅 안 좋다는 사람들 이래도 일본영화들 중에선 나은편이에요)키라를 잡기위해 자기 목숨까지 버린 L이 정말 대단합니다. 슬퍼서 눈물나는줄데스노트-라스트네임재밌다또했으면좋겠다평점 졸라 낮네 이걸 극장에서 얼마나 재밌게 봤는데"
시간 여행자의 아내,"기자평론가는 그냥 꺼지고,... 우리나라도 이런 영화 만들었으면 좋겠다.. 허구한날 감시자들같은 3류영화,7급공무원 이런영화만들지말고,, 사람의 심장을 울릴수있는 영화가 진정한 영화다.레이첼 맥아덤즈가 너무 사랑스러워서 10점레이첼 맥아덤즈는 어바웃타임에 미드나잇인 파리에..남편이나 애인이 다들 시간여행하나요ㅎ흔한 소재와 무대뽀 줄거리로 이렇게 가슴을 적실 수 있다니...논리성을 떠나서 진짜 슬프고 감동적이며 훈훈하다.레이첼맥아덤즈 ㅜㅜ개쩔어별그대 따위를 이 명작에 비교하지마아 진짜 대박이네요ㅠㅠ 어떻게 표현해야할지ㅠㅠㅠ 영화잘봤습니다!마지막에 레이첼이 남편 만나러 뛰어 갈 땐 내 가슴이 벅차올랐다. 빨리~빨리~~~이동진이라는 영화평 쓰는 놈 반대로만 가면 잼있는거 건진다영화 제목이 '시간여행자'가 아니라 '시간여행자의 아내'인 이유.... 정말 가슴 먹먹하다..."
쓰리 데이즈,"앞으로 전개 될 일에 대해 몰입감이 좋은 영화. 일이 쉽게 풀리지 않아 몰입이 좋았고 주인공 부인은 짜증난다. 해도 G랄 안해도 G랄, 중간 리암니슨이 나와 테이큰의 명대사도 인상깊다. 테이큰의 보급형잘못된 수사로 생사람 인생 조져놓은 공권력의 실태를 표현해준 영화러셀크로우가 전물 탈옥범이 아닌 평범한 가장이 어설프게 탈옥을 시도하는 내용이여서 더욱 긴장감이 있었음. 실패하면 어쩌나. 걱정도 되고, 열쇠 부러질때는 정말 내가 좌절감을 느꼈음. 리암니슨이 나중에 도와주러 깜짝등...최근 영화들에 비하면 이정도는 완성도가 높다고 할 수 있겠네요. 다음 내용이 뻔할듯 하면서 은근한 반전들도 있고 감독이 정말 흔한 내용의 스토리를 최대의 몰입도로 즐길수 있도록 잘 구성한 영화라 생각합니다. 잘만들었...역시 사람은 머리가 좋고 봐야해.무조건 10점이다. 사람마다 취향은 다르겠지만 아내를 너무 사랑하고 아이를 너무 사랑하는 부모의 마음이 느껴져서 가슴이 심하게 떨릴 정도였다. 다시보고 싶은 영화...올레티비에공짜라서그냥봤는데 완전흥미진진ㅋㅋ심장이바운OO운스굉장히 좋다... 내가 원하는 결말이라 더더더욱더 좋았던 영화~!! ㅎ결론적으로 영화는 재밌게 감상했지만프로가 아닌 일반인 설정이다 보니 도입부가 너~~무 길다 물론 그것이 장점이 되어 스릴이 더 생겼지만아쉬운점은 우정 출연 수준의 리암리슨은 도데체 왜 포스터에 이름 써 놓은건지 이...마누라가 좀 짱나긴 하지만 심장쫄깃 재밌게 보았어용ㅎ"
