영화명,평점리뷰
스타더스트,"판타지 동화이지만... 정말 재미있음. 평점 높아야 함. 진짜루.의외로 재미있었음..판타지 답게 내용도 어릴적 동화를 보는듯한 스토리와 2시간임에도 전혀 지루하지 않고 아주 재미있었음.인간의 상상력은 어디까지일까? 라는 생각을 들게 한 영화.푹 빠져서볼수있는 환상적인 이야기유령 왕자들 웃겨~ㅋㅋ재미있게 봄봐도 봐도 재미있는 영화~한편의 예쁜 동화를 봄. 우울했던 기분이 어릴적 동화를 보며 좋아했던 아이처럼 미소를 머금게 만들어줬음아.. 극장개봉할때 봤어야했는데 후회되는영화너무너무나 잼있게 봤네요~ SF거창한 판타지 기대마시고 편안하게 보면 너무나 아름답고 행복해지는 꿈속의 영화 ^^재밌음. 뻔히 아는 결말이지만, 죽은 왕의 자식들 영혼들도 웃김."
집으로 가는 길,"진짜...전도연의 영화다...문열어주며 남편을보고 주저앉는 눈빛, 법정에서 집에가고싶다고 할때 표정..진짜압권이다. 이미 전도연이 아니다...역시 전도연!! 명배우란 생각밖에 안드네요.. 보는 내내 완전 감정 몰입해서 봤어요 ㅠ 절절함이 그대로 묻어나오는 ㅠㅠ 엄마랑 다시 한번 볼까 싶어요사실대로만 보면 죄는맞지만 그 내용이 안타깝고영화를 보는내내 몰입도 최고그 프랑스 한국 영사관 담당자 이름 파해쳐 주실 네티즌 없나요? 생각할수록 열받네. 내가낸 세금으로 진심 국회의원들 해외 못나가게 해야된다. 걔들이 놀러다니니 밑에 공무원들이 지일들을 못하자나. 돈두 없는데 국회의원...대한민국 국민이라면 꼭 봐야할 영화♥돈 아깝지않음!!!!좀슬픈영화임..이 영화로. 다시 한번 증명. 그녀는 우리나라 최고 여배우!!!급이 달라~외교통상부 직원들이 반드시 봐야 할 영화생각보다 평점이 낮아서 10점 밑에 몇몇분들 죄는 죄 라고 하는데 본인이 벌을 안받겠다고 한것도 아니고 대사관의 미숙한 조치로 인해 오히려 받아야할 형벌의 2배나 더 복역했구만 짧다는 소리가 나오나요? 그것도 말한마...썩은 정부관리 .. 빡침주위전도연 연기는 역쉬! 근데 영화보는 내내 국가에 열받는다 으으"
춘희막이,"관람객 다큐영화가 주는 잔잔한 감동이 가슴을 먹먹하게 하네요 너무 감동적인 영화 만들어줘서 감사합니다 두분 함께하기 힘든 사이이신데도 긴 세월 같이 의지하시기도 하고 투덕투덕하시는 모습이 귀여우시기도 하시고 그래요 할머니들...내레이션도 없고 대사도 많지 않지만 지루하지 않고 잔잔하니 좋았습니다... 극 전체에 뿌려지지 않고 간간히 들려주는 김광민 씨 피아노 선율도 좋았고요...때로는 막이 할매같고 때로는 춘희 할매같은 우리 엄마 손 꼭 잡고 한 번 더 보고싶어지는 영화!아름다운 영화입니다~ 시골 풍경도 새소리도 깊은 주름과 굵은 손 마디, 억센 말투 모두에서 오랜 시간과 내공이 느껴집니다. 인생 대선배님들의 꾸밈없는 삶을 조심스레 엿보고 온 기분..지금 나와 같이 가고 있는 이들의...영상 음악 감동 무엇 하나도 놓칠 수 없는 좋은 영화였습니다.창문 사이로 비쳐져 두분의 모습이 벽 없이 같이 있게 만들려는 디테일한 모습들 외 수많은 장면 등이 두분의 인생이 주는 진솔한 감동을 더 크게 느낄수 있...두분 사투리 쓰시는 거 너무 귀여우세요 중간중간 빵 터지게 웃기는 장면도 있고 돌아가신 할머니 생각에 마음이 먹먹하기도 했어요. 가족끼리 같이 보면 좋을것 같아요관람객 할머님들의 소탈한 일상이야기. 아주 슬픈 장면은 없지만 나의 내일, 부모님의 내일을 대입하며 괜시리 먹먹하게 본 영화. 할머님 두분이 정말 오래 '같이' 사셨으면 좋겠다.시크한 막이 할머니와 해맑은 춘희 할머니의 귀여우신 모습에 소소한 웃음이 지어지는 영화..티격태격 하면서도 서로를 챙기는 모습들이 때론 먹먹하게 때론 감동적으로 다가온다..유쾌하지만 한번 더 생각하게 만드는 올 가을...춘희 할머니의 넉넉하고 온화하신 미소와 막이 할머니의 정겨운 사투리와 육두문자가 절로 정겨운 웃음을 주면서도 잔잔한 감동을 주는 영화입니다.관람객 재미있었어요. 세컨을 미워하면서도 품은 할머니가 할아버지 무덤에서 목놓아 우는 모습을 보면서 얼마나 많은 것이 녹아있을까 싶었습니다. 사람일이란게 참... 이성적으로만 되지 않는다는 것이. 많은 대사는 없었지만 많은..."
킹스맨 : 시크릿 에이전트,젠틀하고 매너있게 약빨은 영화 ㅋㅋㅋㅋ딱 정의해줄게. 콜린퍼스.우산.수트.액션.성공적관람객 2편 무조건 나와라 제발하... 말이 안나온다 ㅋㅋㅋ 진짜 매튜본은 천재인가바 콜린퍼스 왤케 섹시함? ㅠ관람객 재미있음..기대이상..특히 마지막 장면이 압권!19금인데 생각보다 19금스럽게 표현하진 않음.( 폭탄터지는 거 보신 분들은 알겠지만요)박평식 7점이면 닥치고볼만하단거임관람객 콜린 퍼스가 아직도 머리 속에 떠오른다불꽃놀이 씬보고나서 병맛인걸 깨달았다...콜린퍼스 교회에서 미침ㅋㅋ 진짜 섹시하다 ㅋ최고최고 최근에 본 영화중에 짱임
스트레이트 아웃 오브 컴턴,이게 힙합이라는것을 쇼미충들이 봤으면 좋겠습니다힙합의 본질을 모르는 세대가 꼭 봐야할 영화큐브 친아들의 캐스팅은 진짜 신의한수이시대의 힙합을살아잇게한 이야기쇼미더머니 힙덕후들이 꼭봐야할영화힙합이 전부였던 전설들의 이야기투팍과 캘리포니아럽 나올땐 진짜 소름이었다힙합의 다크나이트다. 간지 개쩔 드라마 요소 개쩔 연기 개쩔 브금 개쩔 그냥 봐라. 마다빠다뿌킹힙합 요짜증난다 수도권 쪽에만 상영하나보네 ㅅㅂ 개촌 우리동네 메가박스는 안나오네10점도 부족한 영화인데 게이버 미쳤나?10점 주려고 한줄평 단다
천문: 하늘에 묻는다,"한석규의 세종은 어떻게 해야 저런 연기가 가능한지 의문을 남긴다. 세종대왕 연기의 끝을 보여줌.천문, 천만될 가능성이 높습니다.다만 백두산에 상영관 밀리는 게 아쉽네요.정말 재미있고 탄탄한 스토리로 몰입해서 봤습니다.세종대왕이 생존해 계시다면정말 한석규님과 똑같이 생겼을 것 같네요..뿌리깊은나무, 천문까지.....관람객 최민식과 한석규라를 두 배우만으로도 볼 이유가 충분했던 영화지만, 역사 책에서 볼 수 업었던 상상력을 충분히 정성스럽게 표현했다!백두산에서 온 알바들아~~평점테러 하지마라!! 백두산에 비하면 천문은 에레스트급이다간만에 본 대작입니다. 꼭보세요관람객 진짜 두 배우의 케미는 찐이고 나는 이런 영화가 좋음 ... ㅠㅠㅠ 한석규와 최민식 ㅠㅠ 두배우는 하 -트관람객 한석규의 세종, 최민식의 장영실은 실로 완벽했다장영실, 이도, 신분을 뛰어넘은 우정관람객 장영실이 실록에서 사라진 이유를 납득이 되게 그림연기는 두 말하면 입 아플 정도로 장난아니네요 ㅠ재밌었습니다조선의 왕중 세종은 조선전기 최고의 왕!! 장영실과의 케미가 좋았다~"
아홉 스님,"관람객 리얼리티 참선정진, 감동과 감사의 순간들.아홉 스님들과 외호대중들께 삼배 올립니다.자세히 알지 못했고 알 수 없었던 불교의 무문관 수행이, 도심 한복판에서 행해지고 다큐 영화로 만들어졌다는 것. 참 의미 있고 좋은 ...우울하고 지친 나의 삶에 힐링을 주었습니다!마음이 차분해 지네요~ 나는 하루도 못 버틸 듯끝나고 나와서 털이 덥수룩한 모습으로 절하는 스님들의 모습을 보고 나도 모르게 울컥하고 목이 메였다. 모진 추위와 비바람을 이겨내면서 수행정진에 매진하신 스님들께 존경을 표합니다. 요즘 힘든 시기에 심적으로 힐링의 ...철컥 닫히는 문 소리에 심장이 컥 떨어지는 듯 하더니, 90일뒤 햇빛속으로 문을 열고 나오시는 스님들 모습에 감동의 눈물이 흘렀습니다. 왜일까요? 한 번 보세요^^종교를 떠나 생각해보게되네요어려움을 겪고 있는 사람들이 극복할 용기를 줄 수 있는 영화 종교를 떠나 누구나 한번은 보면 좋겠네요마지막 스님들이 나오는 장면에 뭉클한 감동이 쏟아짐관람객 뭔가 벅찬 느낌이 중간 중간 들음많은생각을하게만드는영화네요.잘보았습니다.가벼운 듯 하지만 삶을 돌아보게 되는 인생영화! 무거운 듯하지만 웃음 포인트가 있는 힐링영화!"
매드맥스: 분노의 도로,"기타치는놈 타이밍 오지게 잘맞추네 ㅋㅋㅋ이 영화의 진짜 감초는 기타치는 빨간내복이다.장담컨대 액션으로만 보면 어벤져스 그 이상이다. 말그대로 미친영화다시사회 보고옴 아니 무슨영화가 쉬질않네ㄷㄷ 초반부터 몰입도 장난아니고 사운드 아트웍 그밖에 연출. 감독이 작정하고 한풀이를 한듯역대급 블록버스터. 반박불가관람객 녹슨 쇠와 철, 모래바람과 마른 땅과 광인들이 넘쳐흘렀고, 음악이 정말 멋졌습니다.천국가고 싶으면 은색락카 한통 사서 입에 뿌려라 ㅋㅋ시사회 보고왔습니다. 일단 여태까지의 자동차 액션중 단언컨대 최고입니다. 진심 감독님 70세 맞으세요? 이런 액션을 뽑아낸게 진짜 대단하심.. 그리고 매드맥스를 아맥에서 안보는건 예의가 아니에요.. 무조건 큰화면에서...진짜 십점도더주고싶다 ㅜㅜ 완전꿀잼관람객 이제 난 다른 액션영화는 못볼듯 ㅋㅋ"
다음 침공은 어디?,"관람객 sbs스페셜에서 이거 사다가 방영해주세요. 많은 이들이 볼 가치가 충분히 있고도 남습니다요다큐영화가 이리 재밌을줄이야~미국은 모두가 꿈꾸는 나라가 아니었다. 존엄성과 가치에 대해 깊게 깨닫고 생각하게하는 영화..많은 사람들이 봤으면 좋겠다우리 사회에 더욱 많은 관심을 갖게 되는 다큐. 이젠 다른 나라 부러워만 하고 있을 때가 아닌듯.깨어난 시민 의식만이 모든 걸 좋게 만들 수 있지 않을까.관람객 상영관이 전귝적이지못해서 아쉬웠다관람객 오랜만에 잊고 있던 마이클 무어의 신작 ""다음 침공은 어디에?""를 관람하며 많이 웃고 즐겼다. 뛰어난 언변과 영리한 연출은 쉴새없이 유머와 웃음을 동반 시켰다. 마구 웃다가 심각해지고 또 울고 웃고 살...관람객 복지예산 삭감하고 북한안보를 빌미로 군비를 증가시키는 한국사회에 시사하는 바가 크다. 메세지도 훌륭하지만 편집이나 구성면에서도 다큐의 무거움에 치우치지 않아서 보는 내내 좋았다너무 재밌게 봤네요. 추천함우리에게 부족한 것은 무엇인가, 필요한가, 현재의 삶을 되돌아 보게 되는 영화였습니다 . 다른분들도 꼭 보시길두시간짜리 다큐 영화가 이렇게 재밌을 수 있네요 여러분 마이클 무어 감독님의 영화를 직접 볼 수 있어 정말 행복합니다어제 시시회 보고왔는데 정말 신선한 문화충격을 받았습니다. 다들 꼭 한번 보시길 ㅎㅎ 진짜 신선하네요"
레퀴엠,내 멘탈도 붕괴되는듯...암울한 여운이 오래가는 영화. ost가 큰 몫 했다.희망도 뭣도 없는 영화 마약을 떠나서 이미 글들의 삶은 피폐해져 있었다 엄마의 외롭다는 대사가 내내 마음에 걸리고 아프다..박찬욱은 천사다.. 오늘부터.할말을 잃었다. 다 탁월하지만 특히나 감독의 천재성이 광장히 돋보이는 수작. 보는 사람도 취한다왠만한 마약 근절 캠페인보다 이 영화가 훨씬 효과적.이영화보면서 진짜 울렁거리고 토할뻔했다 잘만들었는데 정신적으로 안좋은영화봄은 없다아로노프스키의 최고작은 블랙 스완이 아닌 레퀴엠후반부에서 진정한 공포를 느꼈습니다.대런 아로노프스키가 내놓는 나락과 절망의 세계로.
락앤롤 보트,"이게 실화라니. 진정한 라디오 디제이가 가져야 할 덕목, 바로 음악에 대한 열정을 볼 수 있는 영화. 음악 디제이에게 추천하는 영화. 1960년대 후반의 곡들을 들을 수 있다.카운트 ㅠㅠ 가지마ㅠㅠ 가지말라구여롸큰롤!!!!락큰롤도입부부터 깔리는 노래도 노래지만 각각의 캐릭터도 너무 맛깔나는 연기에 대사까지 너무 재미있게 봤어요, 그래서 20살때 제 인생영화 1호가 되었구요겁쟁이들, 너희들은 모두 치킨이야.음악 그리고 낭만이 있던 시대영국애들 좋은 영화 만들었네..ㅋㅋ유쾌, 상쾌, 통쾌이런게 진정한 행복이 아닐까? 자기가 좋와하는것을 마음껏 즐기는..."
분노의 질주: 더 맥시멈,도쿄 커플 살리도 ㅠ_ㅠ젤 이쁜 지젤이 죽었는데 ㅠㅠ 가족이라면서 애도도 제대로 안하나 이것들은. 걍 잠깐 얘기나오고 끝나네. 아놔 재밌게보다가 그것땜에 확깼다.지젤은 죽었는데 마지막에 기도도 안해주네...레티 돌아온것만 축하해주고..그러고도 가족이냐?? 나참 어이없다!!!활주로가 20~30km는 되는듯여전히 재미있지만 커플 한쌍 죽여놓고 주연들끼리만 히히덕거려서 기분나빠서 8점..........그리고 억지스런 액션도 조금 있어서 8점.ㅋㅋㅋㅋㅋㅋㅋㅋ지젤 분명히 다시 돌아올거다 믿는다!!!도미닉이 슈퍼맨처럼 날아서 여자를 구하는 장면은 너무 어이없어서 웃겼음역시 분노의 질주~단 현실성 없는 몇몇장면과 헐리우드 상업액션 영화화되는거 같아 아쉬웠다~정통 레이싱으로 돌아오는 7탄이 됐으면한다지젤..ㅠ뭐... 개인적으론 패스트 씨리즈중에 제일 화려했고 볼거리가 많았다.
